latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-18.47527,44.96032,351.63,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.83,2.61,D
-18.47332,45.16438,339.64,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.98,7.6,D
-18.47201,45.16408,336.77,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.55,6.18,D
-18.47125,44.55466,332.93,0.35,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,299.48,3.19,D
-18.47024,44.40881,330.46,0.35,0.57,2025-07-04,1004,N,VIIRS,l,2.0NRT,302.48,2.6,D
-18.46728,44.4074,332.09,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.92,2.83,D
-18.4669,44.41081,342.91,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.94,2.83,D
-18.46491,44.40824,330.9,0.35,0.57,2025-07-04,1004,N,VIIRS,l,2.0NRT,301.74,2.76,D
-18.45891,45.015,335.93,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.53,3.49,D
-18.45856,45.01818,352.29,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.92,5.51,D
-18.45596,44.84958,358.08,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.17,10.65,D
-18.45566,44.85234,367,0.33,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,305.08,10.65,D
-18.45538,44.85502,332.91,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.58,4.35,D
-18.4551,44.85761,333.66,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.4,4.35,D
-18.43729,45.39448,343.72,0.61,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.68,9.88,D
-18.43403,45.88795,336.64,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.94,4.66,D
-18.40759,45.47971,330.34,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.16,5.66,D
-18.40569,45.45167,340.2,0.61,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,297.73,7.09,D
-18.4047,44.92458,367,0.33,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,306.39,5.84,D
-18.40207,45.1112,333.06,0.32,0.54,2025-07-04,1004,N,VIIRS,l,2.0NRT,307.54,5.57,D
-18.40125,44.92258,334.59,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.85,3.37,D
-18.40093,44.9257,351.34,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.08,3.37,D
-18.39874,45.04538,354.61,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,306.1,3.44,D
-18.39654,45.04345,341.57,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.55,2.37,D
-18.38124,44.99518,330.74,0.32,0.55,2025-07-04,1004,N,VIIRS,l,2.0NRT,303,3.67,D
-18.38008,45.89698,345.49,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,308.65,52.98,D
-18.35939,44.86221,367,0.33,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,305.08,5.61,D
-18.35838,44.87163,355.54,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.07,5.26,D
-18.3468,44.2382,337.93,0.36,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,299.99,5.69,D
-18.34454,45.09356,339.04,0.32,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.44,4,D
-18.34068,44.24453,367,0.36,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,303.6,7.59,D
-18.33951,44.10057,336.13,0.37,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,298.16,2.6,D
-18.33846,44.26531,367,0.36,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,303.6,4.96,D
-18.33808,44.26888,335.22,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.62,4.96,D
-18.32546,44.07733,347.48,0.37,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,298.42,6.21,D
-18.32109,46.80122,339.19,0.49,0.49,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.01,5.84,D
-18.3148,45.22436,342.76,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,306.75,11.48,D
-18.31415,45.23032,334.52,0.62,0.54,2025-07-04,1004,N,VIIRS,l,2.0NRT,305.49,11.48,D
-18.31194,44.86643,330.17,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.82,8.4,D
-18.31101,44.21631,344.41,0.36,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,299.2,2.39,D
-18.31095,44.87585,345.38,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,306.52,5.8,D
-18.31064,44.21982,358.01,0.36,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.21,5.75,D
-18.3101,44.86476,367,0.33,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,308.3,6.37,D
-18.30977,45.22376,343.54,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,306.49,11.48,D
-18.30975,44.86787,347.11,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,307.16,6.37,D
-18.30919,45.96399,338.07,0.56,0.51,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.83,5.03,D
-18.30905,44.87411,356.65,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,307.4,13.39,D
-18.30711,44.86275,339.06,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.6,6.48,D
-18.30678,44.86588,367,0.33,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,308.69,8.4,D
-18.30645,44.86898,367,0.33,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,307.9,8.4,D
-18.30613,44.8721,345.29,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.76,5.8,D
-18.30527,44.21916,367,0.36,0.58,2025-07-04,1004,N,VIIRS,h,2.0NRT,301.56,7.85,D
-18.30494,44.86422,355.33,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.3,6.37,D
-18.30459,44.86732,367,0.33,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,305.65,6.37,D
-18.30137,45.11226,344.42,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.83,5.37,D
-18.29942,44.98531,367,0.32,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,304.01,5.2,D
-18.29909,44.98841,348.88,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.71,5.2,D
-18.29877,44.99147,337.99,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.74,5.27,D
-18.29629,45.11174,346.92,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.68,10.62,D
-18.28227,45.33616,342.39,0.61,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.53,9.53,D
-18.27724,45.04872,367,0.32,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,305.21,3.56,D
-18.27606,45.07527,332.18,0.32,0.54,2025-07-04,1004,N,VIIRS,l,2.0NRT,305.59,2.97,D
-18.2743,45.07671,345.68,0.32,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,306.54,2.94,D
-18.27412,45.04666,355.84,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.83,9.15,D
-18.27377,45.04979,367,0.32,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,306.11,13.2,D
-18.26867,44.36323,334.65,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.82,2.02,D
-18.26642,45.29482,353.38,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.53,15.29,D
-18.26626,45.29681,342.41,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.87,34.36,D
-18.2655,44.34158,334.95,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.79,1.75,D
-18.26191,45.29008,348.96,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,310.17,67.91,D
-18.26139,45.29441,340.81,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.77,96.13,D
-18.2569,45.28948,334.14,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.67,6.94,D
-18.25396,45.54928,336.33,0.59,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,299.3,7.29,D
-18.25209,45.28695,341.86,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.52,13.43,D
-18.2519,45.28875,354.08,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.93,6.94,D
-18.24436,44.26038,332.94,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.47,4.54,D
-18.24398,44.26389,367,0.36,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,304.35,4.54,D
-18.23698,44.42768,338.02,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.72,2.33,D
-18.23195,45.00777,331.53,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.61,1.04,D
-18.23167,45.05761,333.4,0.32,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.32,2.31,D
-18.22669,44.86387,339.24,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.78,2.18,D
-18.2129,44.50126,367,0.35,0.56,2025-07-04,1004,N,VIIRS,h,2.0NRT,304.02,7.8,D
-18.21273,44.74828,335.99,0.33,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.52,2.22,D
-18.21235,44.7465,335.56,0.33,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.42,3.23,D
-18.20452,45.52831,336.06,0.59,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.35,6.71,D
-18.19869,45.83597,340.31,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.62,8.3,D
-18.19818,45.83271,340.36,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,299.53,6.63,D
-18.19721,44.24442,342.35,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.43,8.31,D
-18.19684,44.24793,367,0.36,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,303.36,13.99,D
-18.18595,44.98174,333.76,0.32,0.55,2025-07-04,1004,N,VIIRS,l,2.0NRT,303.84,2.28,D
-18.18002,44.65732,350.99,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.76,7.24,D
-18.1786,45.04673,337.86,0.32,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,306.27,3.03,D
-18.176,45.0484,352.55,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,307.53,3.75,D
-18.17152,46.76763,348.14,0.49,0.49,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.19,8.22,D
-18.15875,45.0859,336.03,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.81,7.48,D
-18.15424,44.18642,367,0.36,0.58,2025-07-04,1004,N,VIIRS,h,2.0NRT,305.18,6.82,D
-18.15228,44.17974,331.71,0.36,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.83,6.77,D
-18.15189,44.18332,367,0.36,0.58,2025-07-04,1004,N,VIIRS,h,2.0NRT,304.5,6.77,D
-18.1515,44.18686,356.24,0.36,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.79,11.07,D
-18.14499,44.1968,330.59,0.36,0.58,2025-07-04,1004,N,VIIRS,l,2.0NRT,303.01,2.5,D
-18.14343,45.67418,332.79,0.58,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.56,5.66,D
-18.13304,44.40612,351.25,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.49,5.88,D
-18.13266,44.40959,367,0.35,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,303.78,8.78,D
-18.13198,44.40552,344.35,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.08,4.82,D
-18.13163,44.409,367,0.35,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,303.88,10.13,D
-18.13058,45.7453,341.79,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.2,5.82,D
-18.12752,46.15536,333.05,0.54,0.51,2025-07-04,1004,N,VIIRS,l,2.0NRT,305.18,6.04,D
-18.12694,44.60938,331.7,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.17,2.65,D
-18.12652,44.6095,338.08,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.23,2.44,D
-18.12572,45.7448,342.67,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,299.21,5.82,D
-18.12213,45.68819,331.76,0.58,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,299.17,4.38,D
-18.11812,44.09005,356.94,0.37,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.28,6.4,D
-18.11669,44.65691,332.97,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.5,2.04,D
-18.11594,44.65694,330.87,0.34,0.56,2025-07-04,1004,N,VIIRS,l,2.0NRT,303.01,2.3,D
-18.10985,44.62099,336.8,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.43,2.41,D
-18.10952,45.89014,332.42,0.56,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.87,3.09,D
-18.10935,44.62107,338.26,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.89,2.02,D
-18.10388,44.57454,344.27,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.55,3.48,D
-18.102,46.25181,333.13,0.53,0.5,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.93,3.35,D
-18.0935,46.76651,340.22,0.49,0.49,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.44,4.85,D
-18.09309,44.62463,338.49,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.79,6.05,D
-18.09197,46.76803,342,0.49,0.49,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.97,6.83,D
-18.08891,44.97033,335.96,0.32,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.35,1.7,D
-18.08403,45.52452,335.43,0.59,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.34,3.16,D
-18.08095,44.73507,332.87,0.33,0.56,2025-07-04,1004,N,VIIRS,l,2.0NRT,305.3,2.45,D
-18.07195,45.58738,344.49,0.59,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.24,10.37,D
-18.07063,45.59913,351.94,0.59,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.77,17.56,D
-18.0693,44.24503,331.21,0.36,0.57,2025-07-04,1004,N,VIIRS,l,2.0NRT,303.38,1.15,D
-18.06217,45.45185,340.14,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.07,9.38,D
-18.05897,44.88678,331.07,0.33,0.55,2025-07-04,1004,N,VIIRS,l,2.0NRT,304.5,1.39,D
-18.05739,44.13258,345.22,0.36,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.15,5.61,D
-18.05607,44.57511,367,0.34,0.56,2025-07-04,1004,N,VIIRS,h,2.0NRT,306.82,9.25,D
-18.05355,44.1331,367,0.36,0.58,2025-07-04,1004,N,VIIRS,h,2.0NRT,304.38,12.6,D
-18.052,44.13198,347.3,0.36,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.42,6.89,D
-18.04546,45.0085,332.67,0.32,0.55,2025-07-04,1004,N,VIIRS,l,2.0NRT,303.6,2.63,D
-18.04357,45.48441,332.52,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.09,4.65,D
-18.04048,45.45353,331.51,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.39,1.56,D
-18.04,46.07764,330.87,0.54,0.51,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.96,2.62,D
-18.02877,45.75191,339.26,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.19,5.68,D
-18.02146,45.45792,330.42,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.96,2.81,D
-18.00857,44.67455,367,0.34,0.56,2025-07-04,1004,N,VIIRS,h,2.0NRT,306.17,5.53,D
-18.00848,44.67308,367,0.34,0.56,2025-07-04,1004,N,VIIRS,h,2.0NRT,305.19,4.33,D
-18.00812,44.67623,332.58,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.09,4.68,D
-17.9981,44.33039,332.4,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.94,2.36,D
-17.99277,44.32988,337.82,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.85,2.36,D
-17.99128,44.24218,367,0.36,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,304.95,7.03,D
-17.99095,44.82898,333.84,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.46,1.51,D
-17.98732,48.22495,337.13,0.4,0.44,2025-07-04,1004,N,VIIRS,n,2.0NRT,295.9,2.25,D
-17.98066,44.18828,336.22,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.88,3.03,D
-17.97994,44.19527,331.95,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.46,1.89,D
-17.97945,45.09497,337.5,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.26,9.15,D
-17.97318,44.3624,343.61,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.35,4.68,D
-17.95845,45.77685,335.44,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.21,5.02,D
-17.95049,44.57549,367,0.34,0.56,2025-07-04,1004,N,VIIRS,h,2.0NRT,302.8,5.88,D
-17.94849,44.6921,332.75,0.33,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.53,1.58,D
-17.94424,46.69085,341.42,0.5,0.49,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.47,4.13,D
-17.93605,44.12205,345.38,0.36,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.24,5.22,D
-17.93103,46.2568,343.45,0.53,0.5,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.09,6.75,D
-17.92868,46.25805,339.66,0.53,0.5,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.26,4.35,D
-17.92159,44.54806,335.18,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.67,3.73,D
-17.92158,44.54701,350.43,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.62,4,D
-17.91986,46.10942,336.91,0.54,0.51,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.67,4.23,D
-17.91513,46.10892,340.23,0.54,0.51,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.55,6.15,D
-17.91075,44.99083,367,0.32,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,303.6,5.15,D
-17.90702,44.18972,351.77,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.55,3.44,D
-17.90665,44.19318,336.56,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.41,7.66,D
-17.90167,44.189,332.29,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,300.27,3.44,D
-17.9015,44.39095,367,0.35,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,305.46,5.33,D
-17.88981,46.12106,336.22,0.54,0.51,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.55,5.48,D
-17.88879,45.00336,330.46,0.32,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.86,1.84,D
-17.8884,44.31327,332.02,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.53,3.39,D
-17.88803,44.31672,354.79,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.88,3.71,D
-17.88766,44.32018,330.39,0.35,0.57,2025-07-04,1004,N,VIIRS,l,2.0NRT,304.66,3.71,D
-17.88309,44.31263,367,0.35,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,303.14,6.14,D
-17.88272,44.3161,350.73,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.45,8.78,D
-17.87782,45.02402,342.23,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.2,8.15,D
-17.87761,44.46336,336.25,0.35,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.79,2.44,D
-17.87613,45.02531,334.74,0.64,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.6,7.1,D
-17.87153,44.21768,352.28,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.57,4.67,D
-17.87028,45.2202,340.16,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.08,4.24,D
-17.87016,44.62903,332.41,0.34,0.56,2025-07-04,1004,N,VIIRS,l,2.0NRT,302.41,1.19,D
-17.85439,44.2782,338.5,0.35,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.89,2.79,D
-17.85086,44.26028,367,0.36,0.57,2025-07-04,1004,N,VIIRS,h,2.0NRT,306.21,4.95,D
-17.84816,44.25882,349.31,0.36,0.57,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.2,3,D
-17.83999,45.44959,333.52,0.6,0.53,2025-07-04,1004,N,VIIRS,l,2.0NRT,304.6,17.22,D
-17.83936,45.45533,340.26,0.59,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.01,17.22,D
-17.83608,45.8339,346.38,0.56,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.32,9.16,D
-17.83323,45.28157,344.39,0.61,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.11,6.49,D
-17.83305,45.27977,341.74,0.61,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.77,4.85,D
-17.83085,45.66483,330.3,0.58,0.52,2025-07-04,1004,N,VIIRS,l,2.0NRT,302.62,4.59,D
-17.83044,46.93732,333.45,0.48,0.48,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.22,3.44,D
-17.82823,45.18917,331.58,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.33,3.78,D
-17.82777,45.19073,334.79,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.59,3,D
-17.82756,45.1951,330.8,0.62,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.72,3.78,D
-17.825,44.85012,338.43,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.14,3.11,D
-17.8181,45.86338,331.79,0.56,0.51,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.41,4.63,D
-17.80766,44.23381,334.51,0.36,0.57,2025-07-04,1004,N,VIIRS,l,2.0NRT,304.92,4.37,D
-17.80309,44.42344,345.31,0.35,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,308.79,4.53,D
-17.80145,45.33547,340.23,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.54,5.53,D
-17.79703,44.67281,343.09,0.33,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.65,3.75,D
-17.79648,45.3349,343.36,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.38,5.53,D
-17.79632,44.67434,352.77,0.33,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.06,5.82,D
-17.79604,44.68216,338.14,0.33,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.19,2.58,D
-17.7844,45.78061,343.36,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.87,10.85,D
-17.78335,45.78268,343.1,0.57,0.52,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.8,13.21,D
-17.75828,48.24272,341.2,0.4,0.44,2025-07-04,1004,N,VIIRS,n,2.0NRT,295.69,5.33,D
-17.75209,44.06736,338.48,0.36,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.4,3.47,D
-17.74887,44.53048,335.43,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.76,1.81,D
-17.74607,45.02611,341.65,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.35,6.63,D
-17.74456,45.02148,341.78,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.14,12.1,D
-17.744,44.06391,338.24,0.37,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.03,2.99,D
-17.7422,44.54325,335.83,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.39,2.41,D
-17.74167,44.06274,349.74,0.37,0.58,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.34,3.85,D
-17.74005,45.06396,341.74,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,306.11,7.39,D
-17.73831,46.22659,353.88,0.53,0.5,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.42,18.35,D
-17.73786,46.5545,332.6,0.5,0.49,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.23,3.29,D
-17.7369,45.06172,339.74,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.98,15.48,D
-17.73662,44.54584,336.39,0.34,0.56,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.8,2.41,D
-17.73622,45.06766,345.08,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.83,15.48,D
-17.73563,45.05729,341.44,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.56,7.39,D
-17.735,45.0633,344.45,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,305.18,7.39,D
-17.73253,45.05508,341.94,0.63,0.54,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.46,8.15,D
-17.73245,45.3685,340.65,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.78,6.88,D
-17.73147,45.37207,340.65,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.49,5.33,D
-17.7313,45.3331,337.57,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.08,4.83,D
-17.73125,45.331,340.97,0.6,0.53,2025-07-04,1004,N,VIIRS,n,2.0NRT,304.11,3.84,D
-17.7235,46.75313,339.55,0.49,0.48,2025-07-04,1004,N,VIIRS,n,2.0NRT,302.07,5.22,D
-17.72294,44.76949,341.31,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.18,2.72,D
-17.719,46.75245,333.81,0.49,0.48,2025-07-04,1004,N,VIIRS,n,2.0NRT,301.11,5.22,D
-17.71867,44.80863,343.37,0.33,0.55,2025-07-04,1004,N,VIIRS,n,2.0NRT,303.76,5.26,D
-17.71828,44.81223,367,0.33,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,301.98,5.26,D
-17.71741,44.77243,367,0.33,0.55,2025-07-04,1004,N,VIIRS,h,2.0NRT,303.11,5.84,D
-17.71388,44.80482,330.15,0.33,0.55,2025-07-04,1004,N,VIIRS,l,2.0NRT,301.35,1.57,D
